date,away,home,first_downs_away,third_down_conversions_away,third_down_opportunities_away,fourth_down_conversions_away,fourth_down_conversion_attempts_away,passing_completions_away,passing_attempts_away,passing_yards_away,rushing_attempts_away,rushing_yards_away,total_yards_away,times_sacked_away,sack_yards_lost_away,fumbles_away,int_away,turnovers_away,team_penalties_away,penalty_yards_away,redzone_conversions_away,redzone_opportunities_away,def_st_td_away,drives_away,possession_away,first_downs_home,third_down_conversions_home,third_down_opportunities_home,fourth_down_conversions_home,fourth_down_conversion_attempts_home,passing_completions_home,passing_attempts_home,passing_yards_home,rushing_attempts_home,rushing_yards_home,total_yards_home,times_sacked_home,sack_yards_lost_home,fumbles_home,int_home,turnovers_home,team_penalties_home,penalty_yards_home,redzone_conversions_home,redzone_opportunities_home,def_st_td_home,drives_home,possession_home,score_away,score_home,game_result
2003-11-27,Dolphins,Cowboys,22,5,13,1,2,16,20,239,45,126,365,0,0,1,0,1,6,69,0,6,2,17,33.78333333333333,21,4,13,1,1,24,40,263,16,91,354,5,25,2,3,5,5,50,0,7,0,21,26.216666666666665,40,21,0
2003-11-30,Cardinals,Bears,9,4,13,0,0,20,32,151,18,46,197,1,12,1,2,3,3,15,0,6,0,15,24.633333333333333,25,5,12,0,1,22,37,268,36,154,422,3,16,1,0,1,4,25,0,4,0,14,35.36666666666667,3,28,1
2003-11-30,Patriots,Colts,21,6,11,0,0,26,35,226,23,56,282,2,10,1,2,3,6,52,0,9,1,19,27.983333333333334,26,5,16,2,3,29,48,272,29,98,370,2,6,1,1,2,4,31,0,9,0,17,32.016666666666666,38,34,0
2003-11-30,Vikings,Rams,25,9,19,1,4,33,48,276,26,189,465,8,54,2,1,3,11,65,0,7,0,19,37.61666666666667,21,3,6,0,0,16,21,255,25,141,396,1,8,0,1,1,4,25,0,9,2,14,22.383333333333333,17,48,1
2003-11-30,Bills,Giants,23,5,14,1,1,21,34,252,36,151,403,4,23,0,0,0,8,60,0,4,0,14,39.11666666666667,10,4,14,0,1,17,35,198,13,24,222,6,35,1,0,1,5,58,0,3,0,16,20.883333333333333,24,7,0
2003-11-30,Bengals,Steelers,18,6,12,0,1,18,32,266,25,113,379,1,5,0,0,0,6,55,0,5,0,14,26.783333333333335,23,11,17,1,1,29,44,299,25,85,384,6,36,1,1,2,7,70,0,6,0,14,33.21666666666667,24,20,0
2003-11-30,Eagles,Panthers,17,5,12,0,0,18,26,159,28,124,283,3,23,1,1,2,4,35,0,6,0,15,29.9,19,4,12,0,1,18,29,200,29,136,336,2,16,1,0,1,9,70,0,7,0,18,30.1,25,16,0
2003-11-30,49ers,Ravens,10,4,15,0,2,17,36,158,30,106,264,0,0,0,4,4,6,46,0,5,0,24,32.65,15,5,14,1,1,14,25,165,29,117,282,1,12,1,1,2,4,25,0,6,2,17,27.35,6,44,1
2003-11-30,Falcons,Texans,16,7,15,0,0,20,39,174,24,69,243,1,2,0,1,1,6,49,0,5,0,14,29.516666666666666,17,5,14,0,0,10,19,101,31,135,236,4,24,0,1,1,5,53,0,3,0,14,30.483333333333334,13,17,1
2003-11-30,Saints,Commanders,23,7,16,0,0,14,30,121,37,189,310,0,0,0,0,0,3,30,0,8,0,16,31.5,20,5,14,1,2,22,42,231,26,161,392,0,0,2,1,3,8,120,0,4,1,17,28.5,24,20,0
2003-11-30,Broncos,Raiders,20,3,15,1,2,11,20,94,46,193,287,3,11,0,1,1,6,45,0,6,0,14,37.65,12,3,13,1,2,13,30,142,23,120,262,2,11,3,0,3,11,89,0,2,0,16,22.35,22,8,0
2003-11-30,Chiefs,Chargers,23,5,12,1,1,17,30,141,39,194,335,1,14,0,2,2,6,55,0,8,0,15,33.31666666666667,17,5,13,1,1,16,34,211,28,159,370,1,2,1,2,3,5,55,0,7,0,16,26.683333333333334,28,24,0
2003-11-30,Browns,Seahawks,11,2,10,0,1,23,34,167,16,47,214,4,24,2,1,3,4,35,0,6,1,18,21.35,26,11,17,0,0,26,36,306,36,157,463,3,22,0,1,1,5,45,0,4,0,13,38.65,7,34,1
2003-11-30,Buccaneers,Jaguars,16,2,12,1,2,21,38,144,19,77,221,2,12,0,1,1,7,80,0,2,0,11,28.5,21,4,12,1,2,20,34,224,35,135,359,0,0,1,0,1,5,48,0,5,0,13,31.5,10,17,1
2003-12-01,Titans,Jets,19,7,14,0,1,21,35,263,23,84,347,2,9,0,2,2,5,36,0,7,0,14,28.7,19,4,9,1,1,18,23,223,30,97,320,2,8,0,2,2,3,17,0,5,0,13,31.3,17,24,1
2003-12-07,Chargers,Lions,17,6,14,0,0,17,25,244,35,131,375,0,0,1,1,2,11,95,0,1,0,13,32.13333333333333,14,6,17,1,2,26,47,208,18,68,276,0,0,0,0,0,8,71,0,4,0,14,27.866666666666667,14,7,0
2003-12-07,Bears,Packers,13,5,17,0,3,17,40,231,20,44,275,3,25,2,3,5,5,45,0,5,3,23,24.6,17,5,17,0,1,22,33,210,38,97,307,0,0,0,1,1,8,57,0,5,2,19,35.4,21,34,1
2003-12-07,Colts,Titans,21,5,14,1,1,22,34,224,34,116,340,2,4,0,0,0,6,57,0,10,0,17,33.9,23,6,10,0,0,22,38,234,19,93,327,1,1,4,0,4,10,67,0,8,0,18,26.1,29,27,0
2003-12-07,Seahawks,Vikings,13,4,12,0,0,17,34,202,16,56,258,3,16,1,2,3,7,39,0,5,0,17,21.15,22,9,19,1,2,21,33,272,44,193,465,1,2,0,0,0,5,30,0,3,2,13,38.85,7,34,1
2003-12-07,Buccaneers,Saints,16,7,15,0,1,20,34,207,29,107,314,1,6,0,1,1,9,85,0,4,0,13,30.816666666666666,16,5,14,0,1,20,30,202,24,90,292,7,36,3,0,3,4,44,0,2,0,15,29.183333333333334,14,7,0
2003-12-07,Commanders,Giants,20,8,16,0,0,13,19,138,48,150,288,2,16,0,0,0,6,35,0,5,0,12,37.13333333333333,15,4,12,1,2,12,25,100,23,120,220,6,45,2,1,3,7,70,0,5,0,14,22.866666666666667,20,7,0
2003-12-07,Cowboys,Eagles,13,2,13,0,0,15,24,75,34,150,225,3,18,0,2,2,9,62,0,8,0,19,33.36666666666667,20,4,12,0,1,18,34,228,23,175,403,2,12,0,0,0,3,25,0,7,0,16,26.633333333333333,10,36,1
2003-12-07,Raiders,Steelers,9,1,12,1,1,10,25,39,23,122,161,4,29,1,2,3,5,50,0,5,0,18,24.15,21,7,15,1,1,19,28,266,40,133,399,0,0,1,1,2,9,85,0,5,0,15,35.85,7,27,1
2003-12-07,Texans,Jaguars,7,1,12,0,0,11,23,54,23,70,124,3,17,2,1,3,10,86,0,1,0,18,24.233333333333334,23,7,17,1,1,18,29,182,40,208,390,1,12,0,0,0,7,70,0,5,0,13,35.766666666666666,0,27,1
2003-12-07,Bengals,Ravens,15,4,13,0,0,23,31,168,21,100,268,6,46,3,2,5,9,63,0,5,0,18,27.066666666666666,21,5,13,0,0,8,19,130,45,223,353,2,15,1,2,3,2,20,0,6,0,18,32.93333333333333,13,31,1
2003-12-07,Cardinals,49ers,18,3,14,2,3,19,40,151,22,59,210,3,28,1,1,2,1,13,0,8,0,19,28.05,30,6,12,0,1,20,29,264,36,232,496,1,3,1,0,1,5,54,0,6,0,16,31.95,14,50,1
2003-12-07,Jets,Bills,14,6,16,1,2,15,29,127,26,88,215,5,28,0,1,1,6,54,0,4,0,13,28.683333333333334,19,2,9,2,2,9,15,53,41,203,256,2,19,1,1,2,3,23,0,7,0,12,31.316666666666666,6,17,1
2003-12-07,Chiefs,Broncos,28,8,13,0,2,34,47,381,19,63,444,3,16,0,0,0,5,44,0,8,0,17,28.4,26,5,9,1,1,20,29,238,32,270,508,0,0,0,0,0,4,23,0,4,0,14,31.6,27,45,1
2003-12-07,Dolphins,Patriots,7,4,18,0,1,13,31,66,25,68,134,5,45,1,2,3,4,25,0,3,0,16,27.25,13,5,18,1,1,16,31,150,34,78,228,3,13,1,0,1,2,14,0,1,2,17,32.75,0,12,1
2003-12-07,Panthers,Falcons,13,5,14,0,0,13,25,141,33,90,231,1,12,1,2,3,10,75,0,4,0,16,28.616666666666667,24,4,12,0,2,16,34,156,37,224,380,3,23,1,1,2,7,42,0,7,2,16,32.86666666666667,14,20,1
2003-12-08,Rams,Browns,18,5,15,1,1,22,36,210,31,118,328,3,13,0,1,1,5,40,0,8,2,16,35.05,18,4,9,0,1,16,26,147,24,162,309,5,31,2,2,4,4,30,0,7,0,19,24.95,26,20,0
2003-12-14,Vikings,Bears,22,8,16,1,3,24,34,215,38,178,393,2,7,0,1,1,7,68,0,6,0,13,37.25,15,6,14,0,0,13,30,145,23,87,232,1,12,0,0,0,3,30,0,4,0,12,22.75,10,13,1
2003-12-14,49ers,Bengals,31,6,9,0,0,26,33,331,27,171,502,1,13,3,0,3,7,50,0,13,0,17,26.816666666666666,23,7,13,2,2,18,25,168,37,225,393,2,21,0,0,0,4,40,0,8,2,15,33.18333333333333,38,41,1
2003-12-14,Bills,Titans,13,2,12,1,1,17,30,152,20,89,241,3,16,1,0,1,3,15,0,5,2,18,23.25,23,9,17,0,0,26,41,263,32,86,349,4,32,1,0,1,6,68,0,8,0,19,36.75,26,28,1
2003-12-14,Falcons,Colts,12,1,11,1,2,9,25,29,26,125,154,4,37,1,1,2,6,80,0,7,0,19,26.533333333333335,27,6,12,0,1,26,31,287,31,178,465,2,12,2,0,2,9,63,0,6,0,13,33.46666666666667,7,38,1
2003-12-14,Lions,Chiefs,22,8,14,1,3,20,36,197,30,137,334,0,0,1,1,2,5,32,0,10,0,16,30.15,28,4,7,1,1,25,32,372,28,149,521,0,0,0,0,0,6,55,0,7,0,13,29.85,17,45,1
2003-12-14,Seahawks,Rams,22,6,14,0,1,21,37,231,27,135,366,2,15,0,1,1,9,64,0,8,0,17,27.65,21,8,13,0,0,20,32,230,30,86,316,1,6,0,1,1,7,50,0,7,0,15,32.35,22,27,1
2003-12-14,Jaguars,Patriots,17,6,14,0,0,21,40,282,20,72,354,1,6,0,2,2,8,60,0,7,0,17,27.316666666666666,18,8,16,1,2,22,34,212,32,84,296,2,16,1,0,1,4,55,0,6,0,14,32.68333333333333,13,27,1
2003-12-14,Steelers,Jets,16,5,14,0,2,16,38,137,24,94,231,0,0,0,0,0,4,19,0,3,0,11,30.05,15,7,16,0,0,15,25,144,36,175,319,0,0,1,0,1,4,40,0,2,0,10,29.95,0,6,1
2003-12-14,Texans,Buccaneers,7,3,11,0,0,9,17,42,19,65,107,5,22,0,0,0,9,62,0,3,0,13,21.433333333333334,24,4,14,2,3,17,28,237,42,161,398,0,0,0,0,0,3,25,0,4,0,9,38.56666666666667,3,16,1
2003-12-14,Browns,Broncos,12,2,11,1,2,8,21,173,26,102,275,2,8,0,1,1,7,32,0,4,0,16,20.583333333333332,28,8,15,0,0,22,36,252,40,165,417,3,17,0,1,1,11,124,0,5,0,14,44.583333333333336,20,23,1
2003-12-14,Ravens,Raiders,14,2,12,0,1,12,27,170,31,149,319,3,23,2,1,3,8,55,0,5,0,18,29.966666666666665,15,5,17,1,1,16,35,186,31,79,265,0,0,0,0,0,9,70,0,7,0,18,30.033333333333335,12,20,1
2003-12-14,Panthers,Cardinals,17,3,8,0,0,20,32,231,18,67,298,1,5,1,1,2,4,35,0,1,2,13,22.1,23,8,15,0,0,14,25,146,39,171,317,5,26,1,1,2,5,50,0,6,0,14,37.9,20,17,0
2003-12-14,Packers,Chargers,17,5,14,0,0,23,33,278,27,83,361,0,0,0,1,1,9,96,0,8,0,17,27.483333333333334,23,7,16,1,2,28,48,336,27,88,424,2,27,3,1,4,9,69,0,11,0,19,32.516666666666666,38,21,0
2003-12-14,Cowboys,Commanders,16,7,18,0,1,10,24,104,45,222,326,3,4,1,0,1,2,10,0,6,0,15,36.983333333333334,8,3,14,2,2,7,27,55,26,106,161,1,4,2,4,6,4,35,0,5,0,19,23.016666666666666,27,0,0
2003-12-14,Giants,Saints,16,1,9,0,1,15,26,130,26,111,241,3,10,2,0,2,7,70,0,7,0,19,27.4,26,10,14,0,1,28,39,308,29,132,440,1,7,1,0,1,7,55,0,6,1,13,32.6,7,45,1
2003-12-15,Eagles,Dolphins,23,3,8,0,0,16,28,261,28,140,401,1,0,0,1,1,6,60,0,4,0,17,27.916666666666668,22,3,14,2,3,21,40,221,29,177,398,2,19,0,2,2,7,76,0,10,0,17,32.083333333333336,34,27,0
2003-12-20,Falcons,Buccaneers,16,5,13,1,1,8,15,119,42,148,267,0,0,1,0,1,4,30,0,5,2,15,29.75,25,8,13,1,2,34,48,346,22,94,440,0,0,0,4,4,7,46,0,5,0,15,30.25,30,28,0
2003-12-20,Chiefs,Vikings,21,5,11,1,2,18,38,224,23,105,329,0,0,2,2,4,2,20,0,9,0,18,23.983333333333334,27,7,12,0,0,20,30,246,39,223,469,2,14,0,1,1,6,51,0,7,0,16,36.016666666666666,20,45,1
2003-12-20,Patriots,Jets,13,3,11,1,2,15,26,138,24,133,271,0,0,0,1,1,5,31,0,2,2,15,27.35,22,9,16,0,0,24,43,212,26,109,321,4,17,0,5,5,4,25,0,4,0,15,32.65,21,16,0
2003-12-21,Dolphins,Bills,11,4,15,1,1,8,17,37,38,132,169,2,9,1,1,2,12,106,0,2,2,14,32.75,11,5,15,0,1,15,28,104,28,73,177,6,51,3,1,4,7,59,0,3,0,18,27.25,20,3,0
2003-12-21,Commanders,Bears,15,1,9,0,0,17,27,242,18,44,286,1,3,0,0,0,7,50,0,7,0,16,22.1,25,9,17,2,2,19,32,238,40,191,429,2,11,1,1,2,5,33,0,7,0,16,37.9,24,27,1
2003-12-21,Ravens,Browns,18,5,15,2,2,11,19,83,41,276,359,3,17,0,1,1,5,41,0,2,2,13,32.666666666666664,14,3,13,0,2,17,33,133,24,78,211,5,30,3,1,4,5,26,0,4,0,18,27.333333333333332,35,0,0
2003-12-21,Giants,Cowboys,10,4,17,1,2,18,32,159,22,54,213,5,31,0,0,0,4,20,0,3,0,15,27.516666666666666,16,3,12,0,0,17,26,222,31,104,326,3,18,0,0,0,3,35,0,2,0,12,32.483333333333334,3,19,1
2003-12-21,Bengals,Rams,14,4,13,0,1,16,29,187,23,99,286,3,15,0,3,3,5,38,0,4,0,15,24.7,23,10,16,0,1,24,38,228,31,143,371,1,1,0,1,1,6,40,0,4,0,11,35.3,10,27,1
2003-12-21,Lions,Panthers,8,3,11,0,0,7,19,53,21,53,106,1,0,0,1,1,7,55,0,3,3,15,21.766666666666666,22,7,14,0,2,29,35,260,36,124,384,0,0,1,1,2,6,35,0,3,0,14,38.233333333333334,14,20,1
2003-12-21,Saints,Jaguars,20,6,13,0,2,22,38,289,25,61,350,1,7,1,0,1,4,30,0,7,0,15,27.95,22,6,13,1,2,9,17,131,45,243,374,1,0,0,2,2,7,69,0,7,0,13,32.05,19,20,1
2003-12-21,Titans,Texans,21,3,13,1,2,17,36,268,35,182,450,0,0,0,1,1,6,42,0,7,2,19,36.3,14,4,12,0,0,17,34,235,18,91,326,1,7,1,2,3,7,75,0,5,2,17,23.7,27,24,0
2003-12-21,Chargers,Steelers,21,5,13,2,4,21,36,228,27,116,344,2,12,1,2,3,2,10,0,11,0,19,25.633333333333333,21,6,13,1,1,12,19,160,43,181,341,2,9,0,0,0,3,24,0,5,2,15,34.36666666666667,24,40,1
2003-12-21,49ers,Eagles,22,6,14,0,2,15,29,211,43,203,414,2,14,1,0,1,8,70,0,10,0,18,36.31666666666667,18,3,10,1,1,17,27,205,19,88,293,5,33,1,2,3,5,35,0,7,1,18,24.766666666666666,31,28,0
2003-12-21,Cardinals,Seahawks,17,6,18,1,3,25,40,220,26,79,299,8,54,1,0,1,6,30,0,7,0,17,33.233333333333334,23,4,8,0,0,19,27,180,30,160,340,2,10,2,2,4,3,30,0,5,0,14,26.766666666666666,10,28,1
2003-12-21,Broncos,Colts,26,9,13,0,1,14,17,238,54,227,465,0,0,0,1,1,11,93,0,9,0,12,44.96666666666667,11,2,9,0,1,12,23,136,12,47,183,2,10,0,0,0,6,45,0,6,2,15,15.033333333333333,31,17,0
2003-12-22,Packers,Raiders,23,9,15,0,1,22,30,392,37,156,548,1,7,0,0,0,10,70,0,5,0,14,36.6,18,3,12,0,3,22,41,194,16,104,298,5,29,1,2,3,3,25,0,8,0,19,23.4,41,7,0
2003-12-27,Bills,Patriots,16,8,17,1,3,23,43,174,20,82,256,4,28,2,2,4,10,71,0,8,0,16,26.866666666666667,26,8,13,0,0,21,33,190,34,131,321,2,14,1,0,1,4,34,0,6,0,12,33.13333333333333,0,31,1
2003-12-27,Seahawks,49ers,25,6,13,0,0,24,37,305,32,89,394,1,10,1,2,3,6,43,0,5,0,17,31.85,14,4,14,0,1,22,38,231,22,59,290,3,17,0,1,1,6,45,0,7,0,18,28.15,24,17,0
2003-12-27,Eagles,Commanders,24,6,11,1,1,24,34,249,25,83,332,0,0,0,0,0,7,48,0,6,0,8,31.366666666666667,16,4,9,0,2,22,34,181,18,79,260,5,18,1,1,2,9,78,0,4,0,14,28.633333333333333,31,7,0
2003-12-28,Jaguars,Falcons,21,5,13,2,3,19,32,163,28,157,320,1,4,1,0,1,9,48,0,5,0,12,28.633333333333333,21,9,14,0,0,12,22,178,39,166,344,1,2,0,1,1,4,35,0,3,0,11,31.366666666666667,14,21,1
2003-12-28,Browns,Bengals,19,4,11,0,1,9,18,115,40,264,379,0,0,0,0,0,9,69,0,5,0,12,31.083333333333332,21,6,14,0,0,23,35,156,25,115,271,3,19,0,1,1,9,66,0,8,0,15,28.916666666666668,22,14,0
2003-12-28,Rams,Lions,13,5,15,1,2,22,42,153,13,41,194,4,40,2,1,3,7,35,0,9,0,18,26.533333333333335,21,3,12,2,2,26,36,230,29,112,342,1,8,1,1,2,6,50,0,6,0,18,33.46666666666667,20,30,1
2003-12-28,Buccaneers,Titans,16,3,13,1,1,24,38,185,19,89,274,2,17,0,4,4,4,31,0,7,0,18,27.783333333333335,20,1,9,0,1,18,27,232,34,112,344,0,0,0,1,1,4,50,0,7,1,17,32.21666666666667,13,33,1
2003-12-28,Bears,Chiefs,16,2,15,2,4,17,42,157,22,84,241,4,41,0,2,2,8,78,0,6,0,17,25.616666666666667,23,5,13,1,1,22,30,195,34,87,282,1,8,0,1,1,6,55,0,6,0,13,34.38333333333333,3,31,1
2003-12-28,Jets,Dolphins,19,7,13,0,0,22,28,191,25,94,285,4,30,0,0,0,4,40,0,5,0,14,29.533333333333335,20,5,10,0,1,21,29,316,26,81,397,2,12,0,1,1,5,30,0,8,0,13,30.466666666666665,21,23,1
2003-12-28,Cowboys,Saints,21,9,17,0,1,27,47,267,23,85,352,3,23,0,3,3,7,44,0,5,0,15,31.933333333333334,13,6,17,1,1,15,33,233,24,58,291,2,10,0,0,0,7,60,0,3,0,12,28.066666666666666,7,13,1
2003-12-28,Colts,Texans,27,7,15,0,1,26,38,211,38,207,418,1,9,1,1,2,6,60,0,6,0,15,35.53333333333333,10,2,11,0,0,13,23,105,22,99,204,0,0,0,1,1,6,40,0,6,0,15,24.466666666666665,20,17,0
2003-12-28,Panthers,Giants,15,6,18,0,0,16,30,141,35,110,251,5,50,1,1,2,8,82,0,7,3,23,34.6,14,5,16,0,2,18,43,99,19,76,175,2,11,1,4,5,8,45,0,9,2,22,25.4,37,24,0
2003-12-28,Vikings,Cardinals,20,6,13,0,1,18,28,192,33,150,342,1,5,1,1,2,7,71,0,4,0,12,31.483333333333334,15,3,14,3,3,20,33,155,19,64,219,8,69,0,1,1,1,5,0,6,0,13,28.516666666666666,17,18,1
2003-12-28,Broncos,Packers,13,4,16,0,2,13,27,102,34,114,216,0,0,1,2,3,4,30,0,7,0,17,30.8,16,6,13,0,0,13,22,104,34,262,366,2,14,0,1,1,4,29,0,4,2,14,29.2,3,31,1
2003-12-28,Raiders,Chargers,9,3,16,0,2,6,22,0,32,141,141,5,35,0,1,1,5,38,0,3,2,17,27.366666666666667,20,3,13,0,0,15,28,74,37,263,337,3,23,0,0,0,7,50,0,6,0,17,32.63333333333333,14,21,1
2003-12-28,Steelers,Ravens,9,3,15,1,3,15,29,158,27,56,214,5,31,2,3,5,3,40,0,2,0,17,30.416666666666668,14,4,16,0,0,16,27,151,34,128,279,2,12,1,1,2,10,55,0,4,0,18,33.05,10,13,1
2004-01-03,Titans,Ravens,16,6,15,0,0,14,23,159,40,165,324,0,0,0,3,3,6,55,0,3,0,16,35.13333333333333,12,3,12,0,0,20,37,201,16,54,255,2,13,0,2,2,8,70,0,4,2,18,24.866666666666667,20,17,0
2004-01-03,Cowboys,Panthers,10,3,14,2,3,21,36,132,18,72,204,3,22,1,1,2,2,11,0,9,0,19,25.616666666666667,16,6,15,0,0,18,29,273,34,107,380,1,0,0,0,0,0,0,0,6,0,15,34.38333333333333,10,29,1
2004-01-04,Seahawks,Packers,22,6,16,1,1,25,45,291,21,49,340,2,14,0,1,1,2,15,0,8,0,17,29.433333333333334,22,4,13,2,2,26,38,319,32,78,397,0,0,0,0,0,5,30,0,8,2,18,34.983333333333334,27,33,1
2004-01-04,Broncos,Colts,20,4,11,2,2,23,30,176,26,146,322,2,5,1,2,3,5,55,0,6,0,15,34.63333333333333,23,6,8,0,1,26,31,394,23,85,479,0,0,1,0,1,5,40,0,4,0,11,25.366666666666667,10,41,1
2004-01-10,Panthers,Rams,24,9,17,0,0,16,27,269,41,216,485,3,21,0,1,1,13,92,0,4,1,15,41.1,23,5,13,1,1,27,46,316,23,64,380,2,16,0,3,3,5,33,0,8,0,16,34.06666666666667,29,23,0
2004-01-10,Titans,Patriots,16,7,13,0,1,18,26,190,25,94,284,4,20,0,1,1,9,55,0,6,0,12,31.966666666666665,18,7,16,2,3,21,41,201,27,96,297,0,0,1,0,1,2,14,0,2,0,12,28.033333333333335,14,17,1
2004-01-11,Colts,Chiefs,27,8,11,0,1,22,30,292,32,142,434,1,12,0,0,0,1,5,0,7,0,13,32.21666666666667,24,5,11,3,3,18,30,212,30,196,408,0,0,1,0,1,4,30,0,11,1,14,27.783333333333335,38,31,0
2004-01-11,Packers,Eagles,16,10,19,0,1,15,28,171,37,210,381,1,9,0,1,1,6,45,0,5,0,16,32.333333333333336,19,4,17,2,2,21,39,199,25,164,363,8,49,1,0,1,3,25,0,8,0,17,32.46666666666667,17,20,1
2004-01-18,Colts,Patriots,21,5,14,3,7,23,47,208,25,98,306,4,29,1,4,5,4,20,0,8,0,17,27.766666666666666,20,5,15,2,2,22,37,237,32,112,349,0,0,1,1,2,3,15,0,7,0,15,32.233333333333334,14,24,1
2004-01-18,Panthers,Eagles,14,4,13,0,0,9,14,101,40,155,256,0,0,0,0,0,5,35,0,1,0,9,30.183333333333334,18,2,13,1,2,17,36,152,26,137,289,5,36,0,4,4,4,34,0,4,0,13,29.816666666666666,14,3,0
2004-02-01,Panthers,Patriots,17,4,12,0,0,16,33,295,16,92,387,4,28,1,0,1,12,73,0,2,0,18,21.033333333333335,29,8,17,1,1,32,48,354,35,127,481,0,0,0,1,1,8,60,0,10,0,17,38.96666666666667,29,32,1
2004-09-09,Colts,Patriots,28,8,13,1,1,16,29,244,42,202,446,1,12,2,1,3,3,20,0,9,0,14,31.683333333333334,22,6,11,0,0,26,38,320,17,82,402,2,15,1,1,2,8,55,0,7,0,15,28.316666666666666,24,27,1
2004-09-11,Titans,Dolphins,15,4,12,0,0,9,14,61,36,182,243,2,12,1,0,1,7,55,0,3,2,12,30.483333333333334,14,6,17,1,1,26,44,198,20,65,263,3,12,0,3,3,13,71,0,5,0,15,29.516666666666666,17,7,0
2004-09-12,Jaguars,Bills,14,2,13,3,3,18,36,142,23,83,225,2,5,0,2,2,9,50,0,5,0,13,26.116666666666667,16,7,14,0,0,17,26,147,36,95,242,1,6,2,0,2,7,78,0,3,0,13,33.88333333333333,13,10,0
2004-09-12,Lions,Bears,13,2,14,0,1,14,26,185,29,77,262,2,2,0,1,1,9,80,0,5,1,17,29.7,18,6,16,0,0,16,35,214,32,128,342,3,13,2,2,4,9,95,0,9,0,21,30.3,20,16,0
2004-09-12,Ravens,Browns,16,4,15,0,1,22,38,166,26,88,254,3,25,1,2,3,6,46,0,2,0,16,30.983333333333334,10,5,15,0,0,15,24,165,29,85,250,2,15,0,0,0,6,50,0,2,0,13,29.016666666666666,3,20,1
2004-09-12,Cardinals,Rams,14,5,14,0,0,18,29,157,23,103,260,2,24,0,0,0,8,59,0,4,0,15,26.166666666666668,27,4,10,0,0,23,34,272,30,176,448,0,0,2,1,3,7,55,0,4,0,12,33.833333333333336,10,17,1
2004-09-12,Seahawks,Saints,21,6,15,0,0,19,29,246,43,169,415,0,0,1,1,2,5,45,0,5,0,15,33.61666666666667,12,3,14,0,1,18,37,207,19,74,281,2,16,2,1,3,8,68,0,5,0,16,26.383333333333333,21,7,0
2004-09-12,Bengals,Jets,19,8,12,0,0,18,27,238,28,113,351,1,10,1,1,2,6,49,0,8,0,15,29.216666666666665,24,8,12,0,1,20,27,219,34,219,438,1,5,1,0,1,1,7,0,6,2,14,30.783333333333335,24,31,1
2004-09-12,Raiders,Steelers,18,5,14,2,2,20,37,297,22,61,358,3,8,2,2,4,5,31,0,5,0,16,30.716666666666665,17,6,12,0,0,13,22,130,33,107,237,2,12,1,0,1,3,20,0,5,0,14,29.283333333333335,21,24,1
2004-09-12,Buccaneers,Commanders,10,3,13,0,0,24,37,139,15,30,169,4,30,1,1,2,6,44,0,2,2,18,27.216666666666665,13,6,17,0,0,13,24,125,39,166,291,0,0,1,0,1,3,23,0,3,0,16,32.78333333333333,10,16,1
2004-09-12,Chargers,Texans,17,9,15,0,0,17,24,202,32,122,324,1,7,0,0,0,8,60,0,4,0,15,31.166666666666668,20,5,9,0,0,19,25,226,29,110,336,2,3,2,2,4,6,83,0,9,0,15,28.833333333333332,27,20,0
2004-09-12,Cowboys,Vikings,27,8,15,1,2,29,51,352,21,71,423,1,3,2,0,2,9,119,0,7,0,15,29.733333333333334,23,5,8,0,0,18,24,279,28,136,415,2,0,0,0,0,5,40,0,5,0,12,30.266666666666666,17,35,1
2004-09-12,Giants,Eagles,19,5,15,1,2,19,37,243,23,170,413,5,26,1,0,1,5,30,0,6,0,16,27.833333333333332,21,7,13,0,0,26,36,313,27,141,454,2,17,0,0,0,8,50,0,6,0,14,32.166666666666664,17,31,1
2004-09-12,Falcons,49ers,14,1,11,1,1,13,22,132,28,95,227,4,31,0,1,1,7,72,0,5,0,17,26.55,21,7,17,1,1,27,46,266,23,93,359,3,20,1,1,2,10,57,0,8,0,15,33.45,21,19,0
2004-09-12,Chiefs,Broncos,15,4,13,0,1,16,32,151,28,167,318,1,23,0,1,1,9,70,0,3,0,18,28.4,24,5,12,1,1,18,29,221,36,192,413,1,9,1,2,3,4,35,0,6,0,16,31.6,24,34,1
2004-09-13,Packers,Panthers,22,10,16,0,0,15,22,127,47,152,279,2,16,0,0,0,8,77,0,4,0,12,38.06666666666667,17,3,10,0,0,23,40,262,13,38,300,2,22,1,1,2,9,59,0,5,0,14,21.933333333333334,24,14,0
2004-09-19,Rams,Falcons,14,6,14,2,2,24,31,250,15,30,280,5,35,1,1,2,10,75,0,1,0,14,30.15,22,3,9,1,1,14,19,174,38,242,416,1,5,0,0,0,6,51,0,7,2,13,29.85,17,34,1
2004-09-19,Texans,Lions,24,7,14,1,2,23,34,274,32,112,386,5,39,2,1,3,9,74,0,6,0,14,31.833333333333332,18,6,11,0,0,18,25,172,23,94,266,2,4,0,1,1,8,65,0,4,1,13,28.166666666666668,16,28,1
2004-09-19,Bears,Packers,18,3,8,0,0,10,18,125,35,182,307,1,7,1,1,2,2,15,0,5,2,13,27.5,23,8,16,1,2,24,42,252,31,152,404,0,0,1,2,3,6,50,0,6,0,13,32.5,21,10,0
